TransactionID,CustomerID,TransactionDate,Year,ProductCategory,ProductID,ProductName,Price,Quantity,TotalAmount,Discount,FinalAmount,StoreID,StoreLocation,SalespersonID,SalespersonName,CustomerAge,CustomerGender,CustomerRegion,PaymentMethod
604e46cb-3712-42d1-87cd-b6a1bf012e32,46573d38-2138-481b-a83f-18e26a11315a,05-04-2024,2021,Furniture,P6937,positive,163.97,2,327.94,0.41,193.48460000000003,S100,Welchbury,SP8,Heather Rodriguez,34,Other,South,Debit Card
284bf962-5744-4596-b422-21676b7a2460,ca4e5cc5-995d-455b-b662-8c4e445d9a87,16-04-2023,2020,Electronics,P8764,college,400.03,3,1200.09,0.48,624.0468,S88,Taylorfurt,SP24,Megan Lewis,45,Female,West,Debit Card
530ac1c7-b8ba-4368-8fc7-77685ebbcca5,18deabfe-5172-44f0-a285-f766f9d46d34,13-01-2023,2022,Electronics,P3188,push,292.97,9,2636.7300000000005,0.12,2320.3224000000005,S4,South Jasonborough,SP2,Lori Galloway,44,Other,South,Online Payment
98a21f1c-914d-4fae-b100-13a7c6deb2f0,b58194e0-04a0-4d55-b98e-1dc038a8ab55,28-01-2023,2023,Books,P2804,position,90.84,4,363.36,0.38,225.2832,S28,Johnbury,SP3,Travis Monroe,43,Male,South,Cash
27d415b6-0d77-45a0-a222-b6a615bfbe97,9c83cfae-1050-4d65-b897-3d1553199080,26-02-2021,2021,Electronics,P1976,time,363.67,2,727.34,0.32,494.59119999999996,S94,North Anthonyland,SP7,Zoe Mendoza,24,Female,East,Cash
0cbd3c03-9e2a-44ac-8122-b5b3284c03d2,9bfc24bd-b647-458d-ba68-f42949af5000,25-10-2022,2023,Electronics,P6723,information,438.69,9,3948.21,0.24,3000.6396,S30,Jeffreyburgh,SP5,Patricia Patrick,20,Male,South,Debit Card
716fda0a-45a8-4829-94e2-86e5ac8936bc,6bb73dac-9681-4aed-b5ec-c661d3b4a1d1,28-01-2023,2023,Books,P6912,find,321.1,1,321.1,0.45,176.60500000000002,S47,Christinebury,SP6,Anna Haas,40,Male,South,Online Payment
9b69554d-7c54-435f-ac8c-3b6aa974d079,8a9cfc8d-5429-479b-9861-0b0ba280760f,04-09-2023,2022,Toys,P3283,exist,106.84,1,106.84,0.41,63.03560000000001,S32,South Heatherview,SP15,Andrea Powell,24,Other,West,Online Payment
372f871a-45ee-432d-aa07-f2137129cec7,8ec29e07-ee0c-4303-b9c1-1c4a639817e5,09-08-2022,2020,Furniture,P5828,fish,396.02,4,1584.08,0.14,1362.3088,S1,South Victoriashire,SP40,Nicholas Navarro,37,Male,West,Debit Card
585d3f86-1d23-44e6-8329-20b7c143f426,51d41c6a-5731-4c46-97cb-9e5b03379b0b,04-07-2024,2023,Books,P8543,machine,416.04,7,2912.28,0.29,2067.7188,S97,Edwardsview,SP7,Jennifer Powell,56,Male,West,Debit Card
ad9fb00d-4882-473c-9c63-45ab6e0ed1e8,26daf6d1-71c3-46be-9297-cb6658ab766f,04-06-2023,2022,Toys,P3361,staff,95.62,7,669.34,0.32,455.15119999999996,S8,Websterberg,SP22,Darrell Hoffman,64,Other,North,Online Payment
86e52753-7c93-46cc-97d7-a560adb14670,7fbccd75-be19-44aa-9ab7-12f6764231c3,28-10-2021,2021,Electronics,P7898,third,325.5,7,2278.5,0.18,1868.3700000000001,S40,Steelestad,SP20,Joseph Allen,65,Other,East,Debit Card
3873e57f-0ba0-48e8-8ef4-92c1aac93316,2b85ffb7-b29e-4126-8840-e78a35ec5514,13-11-2021,2023,Toys,P4973,moment,250.99,1,250.99,0.31,173.1831,S80,New Catherinefurt,SP34,Brenda Lloyd,42,Male,East,Debit Card
0e0630cd-996d-4c50-bc04-a168652ffb49,6726f5b4-4175-41f4-a3db-0deaac48ceaf,22-09-2024,2021,Electronics,P4452,trade,126.59,3,379.77,0.42,220.2666,S89,East Matthew,SP1,Michael Mendez,23,Other,South,Debit Card
f200c261-4d29-41ab-b455-12f701f7c7ec,92419671-da2f-499b-a923-895d08429e20,23-12-2021,2022,Electronics,P4679,where,244.75,1,244.75,0.18,200.69500000000002,S75,Stricklandfurt,SP20,Alexander King,52,Male,West,Credit Card
c3a00c6f-2321-41e1-8471-04c036136e15,7c8dc9d0-a1a2-42d0-941f-b001f7bcbc14,14-03-2024,2022,Books,P1915,couple,139.02,1,139.02,0.42,80.63160000000002,S75,North Gabrielbury,SP19,Robert Hill,21,Male,South,Cash
1eb74b56-53ff-43a2-8a19-35014169b9fc,15458478-5865-4721-bc25-7ff18fb30b07,14-09-2021,2022,Furniture,P3257,future,286.25,1,286.25,0.05,271.9375,S24,East Jeffreyport,SP12,Mr. Erik Long,42,Female,South,Cash
6e3f683a-bf3c-4140-bf54-a51101fa964e,87935334-fc20-494e-bf7d-a45e35221344,26-06-2023,2022,Home Decor,P2920,suffer,271.02,6,1626.12,0.34,1073.2391999999998,S50,West Patrickmouth,SP48,Tyler Wright,50,Male,East,Debit Card
88575117-6155-4667-a112-507c2cfa55b0,c03832d0-4ab4-4a29-8dd5-16c85e8354da,27-06-2023,2022,Toys,P3344,under,77.44,4,309.76,0.5,154.88,S81,Castanedaville,SP13,Justin Rogers,43,Other,East,Debit Card
8f0881ee-8011-416b-bae8-8926b423ccde,77a63918-acac-4f3b-b395-734b50b9ff30,10-05-2023,2020,Toys,P7184,task,304.96,3,914.8799999999999,0.49,466.58879999999994,S52,West Christian,SP27,Brian Marshall,28,Female,East,Cash
5aaab32f-ce63-42b6-ab05-347fd556b37d,95be6c8a-9ff7-407b-a7e9-184f07918b35,22-10-2022,2021,Books,P1431,act,130.01,9,1170.09,0.2,936.072,S45,Aprilton,SP17,Taylor Pearson,50,Other,South,Credit Card
bdf66ba5-dc9c-46de-a5a6-74c212738a23,909cca67-5a04-4fb0-9fcf-d7112aaf1966,27-06-2022,2020,Furniture,P7958,night,483.42,6,2900.52,0.41,1711.3068000000003,S28,Curtishaven,SP32,Mercedes Shields,70,Other,East,Credit Card
75b27455-04cc-4ede-afac-16730ad45230,c3d31e5c-feee-4138-aa57-31f76e78cd59,21-05-2021,2021,Electronics,P7089,father,407.49,4,1629.96,0.28,1173.5712,S93,Port Michelle,SP40,Stephanie Hardin,53,Female,East,Online Payment
5024bdc6-dcb3-4df3-93ee-cdc6ebd14d2c,48acdcf8-f92d-4dcd-805a-fd9405fe16de,03-07-2022,2023,Toys,P1886,Republican,492.01,9,4428.09,0.03,4295.2473,S50,West Chadfurt,SP11,Adam Johnson,42,Male,South,Debit Card
67884209-92ca-425a-ade5-93329364f3d0,fd5baf20-7da2-4e1b-be7a-31688e72d17c,09-09-2024,2023,Furniture,P2736,create,6.62,7,46.34,0.24,35.2184,S92,Williamsside,SP49,Carla Smith,66,Female,North,Debit Card
4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,899fad03-ebd2-4573-a012-a24e3c168418,10-08-2023,2021,Clothing,P2208,effect,98.52,4,394.08,0.45,216.744,S15,Port Hectorshire,SP5,James Johnson,65,Other,South,Online Payment
f758dce2-0556-4aea-a7b0-32831d7c0098,f2e5cecf-9b6c-4494-a0e0-b67321b6eb84,22-03-2021,2023,Clothing,P8812,six,467.39,2,934.78,0.48,486.0856,S95,South Alison,SP17,Jennifer Simmons,65,Male,North,Cash
f296d9f0-cd23-42c2-abff-e17b532401fc,654fda31-18d3-4b67-9f9d-4db1d983dadf,07-09-2021,2023,Home Decor,P3591,chance,464.26,1,464.26,0.18,380.69320000000005,S79,Kelseyfort,SP38,Andrew Ho,51,Female,North,Cash
b08a4895-d4ff-4666-b5c8-e90d9e3d750d,1c526dd1-fdfc-4a9d-b618-187c37e2dc86,05-06-2022,2023,Toys,P1494,wear,230.11,6,1380.66,0.12,1214.9808,S62,New Angelaborough,SP39,Sherri Lopez,62,Other,North,Credit Card
6fcc57dd-168f-4e12-9ca2-60c9eb7607c9,dd69a596-2dba-433f-8a12-c64f921c5875,19-12-2022,2020,Electronics,P3406,enough,495.47,1,495.47,0.32,336.9196,S83,Millerberg,SP1,Emily Drake,51,Other,East,Credit Card
6f887f28-3e49-4d09-9b19-d8b8d8302081,fc00814b-c70b-4b6e-8451-e56228bbecfb,10-01-2024,2020,Toys,P6984,contain,293.87,6,1763.22,0.03,1710.3234,S59,Myersmouth,SP6,Dominic Benton,48,Female,East,Online Payment
1422373f-8622-48d1-a683-e10796c044d0,8cd1692d-66af-4249-ba98-f602bc059dfb,16-04-2023,2022,Home Decor,P3314,difference,142.16,3,426.48,0.46,230.2992,S31,Kevinberg,SP1,Mandy Murphy,57,Female,West,Cash
beed10b6-4f6e-474b-9eda-b0276550f74a,37bea260-c053-4253-9a1e-490d6894844f,23-10-2023,2021,Clothing,P2294,fish,285.89,5,1429.4499999999998,0.21,1129.2655,S14,East Ernestview,SP47,Melissa Thomas,28,Female,West,Credit Card
c77444cb-5543-4c3c-b8b8-f24e56ea57b3,4764a956-9968-4a3c-a684-79846b0dd81d,19-03-2022,2023,Home Decor,P5014,music,103.6,4,414.4,0.05,393.67999999999995,S59,West Amanda,SP34,Jason Singleton,35,Male,East,Online Payment
a21b0307-82af-485c-938d-994c2b0abedd,a159bef3-5cf9-4400-853f-777f51c46d6e,28-10-2022,2021,Toys,P2262,above,30.24,9,272.15999999999997,0.24,206.84159999999997,S28,Leeland,SP26,Carrie Cole,34,Female,North,Credit Card
31a3ac4d-828c-47e7-87d5-b7be1d30d990,afd50018-e27f-4dc7-aa0b-46ea1b0b249d,24-02-2022,2022,Toys,P1204,speak,216.72,4,866.88,0.5,433.44,S73,Port Steven,SP7,Tina Duncan,56,Other,East,Online Payment
59e1ac09-5970-4859-86b6-e4ade7ea8d5a,a2ded1de-c302-40d5-a214-5243f5d23fc6,23-03-2021,2022,Clothing,P7823,almost,490.94,9,4418.46,0.11,3932.4294,S39,Jonesstad,SP25,Regina Perez,34,Other,North,Debit Card
a53bc024-d1a6-4d87-b54e-2019ba35844e,8852787c-891e-4aa2-8097-09fa5159b574,26-09-2024,2023,Clothing,P3452,eye,299.66,1,299.66,0.2,239.72800000000004,S98,East Sherryville,SP50,Jessica Skinner,19,Female,South,Cash
1a5165ca-3c7c-4d85-a5cf-0041d0a643fe,676a504c-dbeb-41e2-b9a0-1a0b64657945,11-03-2023,2022,Furniture,P3988,base,240.8,6,1444.8000000000002,0.29,1025.808,S55,Lake Elijahfurt,SP17,Christopher Davis,66,Other,East,Cash
2c6a6e9a-3280-47a1-8187-222b257d5e52,4949ded7-76c3-4071-81bf-7df87ead63bc,26-05-2022,2023,Electronics,P8696,look,196.51,9,1768.59,0.19,1432.5579,S89,West Kristinbury,SP30,Robert West,33,Female,East,Credit Card
c257cf73-c29d-482b-a722-796e9a36d1ec,282f0aa6-730f-4b28-acaf-549ed37dcef3,08-09-2023,2022,Clothing,P3295,security,64.13,3,192.39,0.14,165.4554,S20,Smithland,SP46,Angela Melton,61,Female,South,Debit Card
f387e1bd-2d59-42c6-934a-5a2fa7cf705c,6669f679-2d78-404b-9f93-55acec8566f0,14-02-2023,2022,Electronics,P9641,card,94.65,7,662.5500000000001,0.22,516.7890000000001,S35,West Shawnland,SP39,Theresa Henson,68,Female,South,Debit Card
76c5a0dc-7e7e-4419-a0c1-4035c5d95f51,d4721e33-885c-4793-80da-b7f849d5182c,27-04-2024,2023,Home Decor,P5907,foot,183.86,10,1838.6000000000001,0.5,919.3000000000001,S65,Port Curtisshire,SP2,Suzanne Wise,66,Female,South,Online Payment
9458054e-c287-4f06-9050-f7efc1235c91,a7fc1bad-76ca-4cbe-834f-b3a955849e58,25-04-2024,2022,Home Decor,P8703,bring,401.64,3,1204.92,0.14,1036.2312,S64,Lake Leslie,SP20,Jason Jones,59,Other,West,Online Payment
e1cde87f-ec95-4f87-ae5e-c36572eb7474,192bb3bc-e843-4f65-aef0-244b2c19ee3d,05-07-2022,2022,Clothing,P7742,service,31.98,10,319.8,0.38,198.276,S92,Huberberg,SP41,Joseph Brown,61,Female,East,Credit Card
fc8d5b93-a2a2-491f-a49b-1cd99082889b,6b08984b-a731-46f3-9485-39236223733d,09-02-2024,2022,Electronics,P6526,give,424.35,10,4243.5,0.22,3309.9300000000003,S93,Jessicachester,SP43,Sherry Tucker,57,Female,North,Cash
f891b0c3-dd3f-487e-92bd-c6619fe0a8c7,305a1bef-6909-43c4-ab13-b71df96846e7,23-03-2023,2021,Clothing,P8274,guess,142.29,1,142.29,0.16,119.52359999999999,S20,West Bryan,SP39,Christopher Russell,41,Male,South,Online Payment
70944bdb-26a5-44e3-90ee-7a92a09151e0,3964afe6-9e6e-47d7-876f-3b07a2ec377a,27-03-2023,2020,Clothing,P1216,employee,276.5,1,276.5,0.12,243.32,S26,East Joseview,SP37,Christy Walters,23,Female,West,Cash
a1a27485-7134-4c2a-b80b-3657117b355b,80dc4873-9eb3-48ad-9c15-b25e2379750a,18-10-2021,2021,Furniture,P5698,year,137.87,8,1102.96,0.1,992.6640000000001,S96,East Katelynhaven,SP6,Michael Merritt,51,Other,South,Debit Card
97674900-4651-4367-8bdc-43184d85a3d2,9211d6cc-997d-4ca9-949c-0766ffb88ef4,04-07-2024,2022,Home Decor,P2822,TV,393.02,7,2751.14,0.29,1953.3093999999999,S72,North Sherryside,SP22,Paul Anderson,45,Male,North,Online Payment
12fe28bf-81e0-4489-9a18-e2a30e614bcd,05d86c95-f20b-4199-a8a5-7ee7bb6e0d06,14-02-2024,2020,Electronics,P3554,information,463.25,9,4169.25,0.34,2751.7049999999995,S45,West Alecmouth,SP31,Amy Hodges,57,Other,West,Online Payment
09a0a0f6-73b0-4091-b634-c1694f76e388,2a9d0c6a-3ffc-4e13-9c1c-ac23533487f7,14-04-2023,2021,Home Decor,P1983,plan,344.93,7,2414.51,0.46,1303.8354000000002,S68,Lake Janeburgh,SP15,Nancy Jenkins,63,Male,East,Cash
497de16d-d4ea-420a-9e65-96540e9058b6,af326af5-78cf-436a-a020-72d991be0c2a,16-09-2021,2021,Furniture,P1526,box,106.42,3,319.26,0.06,300.1044,S49,Daisymouth,SP34,Jessica Turner,38,Male,South,Online Payment
fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,05d0f23a-5ecb-4693-b3ac-2f5e1749939d,10-04-2024,2021,Books,P3843,generation,446.2,8,3569.6,0.32,2427.3279999999995,S43,West Larryton,SP43,Shane Harding,44,Male,East,Credit Card
98159d6c-9d71-4084-971d-abf9daf481a7,ca359116-e22d-4fbb-99f1-9675be32fa85,06-05-2022,2023,Home Decor,P9245,nor,285.45,7,1998.1499999999999,0.38,1238.8529999999998,S85,Robertshire,SP2,Lisa Thornton,69,Male,South,Credit Card
949077c2-7674-456f-a26d-719d81cf3252,82e6e14d-8d53-4190-a3ab-bef5a7742626,15-12-2023,2022,Furniture,P3627,ground,9.88,4,39.52,0.28,28.4544,S32,Laurafurt,SP25,Lindsay Stafford,23,Other,South,Credit Card
bd29ede9-cab4-423b-b448-83858de7ad6c,e9c7eb29-d9ad-49e0-b16a-8466dd0a4a6e,03-11-2022,2022,Toys,P1178,forward,172.11,4,688.44,0.17,571.4052,S80,Garciahaven,SP30,Samantha Hendrix,32,Female,South,Debit Card
e8b77f7b-7321-4f6b-8a80-76ece5582e16,b91a7793-5e7a-4fce-b530-57b9295026e5,01-01-2024,2020,Home Decor,P7494,low,314.06,3,942.1800000000001,0.12,829.1184000000001,S20,Roseland,SP40,Robert Baker,60,Other,East,Debit Card
30307633-a6de-41d8-9258-17b7cf501889,78e00f78-2cda-40b2-bd43-c4fedfe91357,10-05-2024,2021,Electronics,P7940,father,142.2,9,1279.8,0.14,1100.628,S62,East Danstad,SP37,Mark Maynard,37,Other,South,Credit Card
80599b93-79c2-42e4-9ae1-a991524f93ff,33252134-ebdf-4eb4-b679-9210efe87716,05-01-2023,2022,Furniture,P8443,throughout,217.75,4,871,0.44,487.76000000000005,S85,Nelsonfort,SP25,Ronald Patel,35,Male,East,Online Payment
73557b9d-0fd6-447e-b52d-4af2269ed4c9,109792a4-4b00-4cfc-a1f5-5aa5529e0da0,21-07-2021,2021,Books,P5227,pattern,119.09,9,1071.81,0.35,696.6765,S50,Port Elijah,SP30,Renee Lucas,21,Other,South,Debit Card
d65e59dd-e62d-4d06-8f9b-85581a7f195b,93ddbda1-34fe-4da8-87e8-6429e4fa6417,13-09-2022,2022,Home Decor,P9222,without,311.06,10,3110.6,0.49,1586.406,S71,Dorisfort,SP43,William Miller DDS,53,Other,North,Debit Card
15969802-b6dd-4257-bb7d-9f1c57eb89b1,af051197-3ebb-45f1-b58d-aaee760fdd95,01-05-2024,2021,Furniture,P6014,air,287.46,7,2012.2199999999998,0.25,1509.165,S59,Krystalmouth,SP15,Yvonne Campbell,52,Male,South,Credit Card
0a0537f0-2c2c-422b-a568-95c6812a1f9b,3dec163c-fd5d-4a42-b193-41779a6e868d,17-09-2021,2022,Books,P4724,if,137.03,4,548.12,0.3,383.68399999999997,S85,Anthonyborough,SP25,Rebecca Bradford,32,Other,East,Credit Card
fdb1429e-7010-4d13-b526-b22d3f6c21f7,761eb7e3-f909-446c-ad47-de92cbf80a9f,20-01-2021,2020,Toys,P7941,contain,278.54,4,1114.16,0.15,947.0360000000001,S12,Bakershire,SP29,Phillip Hampton,62,Female,West,Cash
9c1c3517-85d2-40a6-8629-5b5d707df251,cdbe6de6-1c74-4dfd-a431-6e6c800e1610,16-02-2024,2021,Electronics,P3569,they,421.18,8,3369.44,0.17,2796.6351999999997,S34,Smithbury,SP12,Donald Davis,59,Female,West,Online Payment
eafde7d9-5f73-4a3e-9d28-6aa428a39779,df40fe04-54cd-47b4-967f-017d9aa03078,21-02-2023,2022,Home Decor,P5453,moment,80.09,7,560.63,0.04,538.2048,S90,New Daniel,SP3,Emily Brooks,33,Female,East,Cash
c6435300-68a5-4c68-a32d-bb5e486bb6bf,3eaf5f08-28c5-41e3-a8ac-4518eb8f54d8,10-02-2022,2020,Toys,P2506,order,279.09,2,558.18,0.32,379.5623999999999,S11,South Julie,SP38,Stacey Taylor,24,Other,West,Cash
0d67d38e-990f-4c5b-adcc-3daf569f3ab3,11e12ee9-f664-42b9-b8d8-061976538a69,03-09-2022,2020,Clothing,P9544,table,161.78,9,1456.02,0.43,829.9314,S31,Christopherfurt,SP44,Peter Powers,52,Female,South,Credit Card
55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,ae991937-0846-4aa4-bfa4-cfdd01c31adc,12-01-2023,2022,Electronics,P7185,human,113.84,6,683.04,0.35,443.976,S36,Chadfurt,SP26,Derrick Joseph,33,Female,North,Online Payment
8ed6ad5e-1831-4aa3-9466-9d1910df9974,850f7bdc-ddf7-4263-a806-5678ad478200,06-07-2021,2021,Electronics,P3050,administration,403.83,2,807.66,0.21,638.0514000000001,S74,East Garymouth,SP8,Anthony Jensen,52,Male,West,Debit Card
4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,62a40afe-dcb7-4b1f-b85f-a1adfedb5a32,12-10-2023,2023,Electronics,P4471,commercial,413.43,9,3720.87,0.1,3348.783,S26,Jesusland,SP3,Maria Rodriguez,19,Other,South,Online Payment
f6e39356-a814-4562-9a00-3f16b9469bcf,f5239f95-6ac6-4272-8875-7d0612037b06,19-06-2023,2020,Electronics,P7560,fall,105.55,7,738.85,0.31,509.80649999999997,S16,West Tracyfurt,SP12,Rachael Bailey,25,Other,South,Cash
267eddce-df8f-4197-9a4a-99b2e806133c,898f3586-b74a-4db6-a223-afc0429146ca,17-04-2024,2020,Books,P1917,community,310.07,3,930.21,0.47,493.01130000000006,S98,North Gina,SP49,Colleen Gonzales,43,Female,East,Credit Card
a9e27ba9-952e-4abb-94dd-5061555736f8,9b62d6d2-c6cf-47bf-b73e-54c31ef8aca7,11-09-2021,2022,Toys,P4586,home,477.46,7,3342.22,0.16,2807.4647999999997,S62,North Anthonyside,SP13,Richard Hall,55,Other,North,Online Payment
4f6b58c8-598d-4aec-aaaf-e5432434a678,b6fac9b9-88bf-4b11-bd3c-c9e3a5a7a595,09-07-2022,2023,Clothing,P7427,local,50.13,8,401.04,0.11,356.92560000000003,S78,Schneiderport,SP30,Don Parker,65,Male,North,Online Payment
a981b098-b2cf-452d-a7f3-33b3f7baf55e,d3e7acd9-7b16-4453-b042-eb9e061285a7,12-04-2022,2023,Home Decor,P4009,ask,371.53,2,743.06,0.33,497.8501999999999,S50,Buchananburgh,SP12,Linda Wright,30,Other,West,Online Payment
b576255e-9854-4f22-a102-f9c964575bc4,cfc91b52-4aff-40a0-8f4e-2726b9dd378e,28-11-2024,2023,Electronics,P2264,edge,489.44,4,1957.76,0.21,1546.6304,S57,Jeremiahton,SP28,Olivia Payne,35,Male,East,Cash
8f158449-4f40-422f-95b0-2530f020e992,b9a3773d-d283-4904-940b-f9dc65fd5412,25-11-2021,2022,Home Decor,P8674,source,138.52,7,969.6400000000001,0.16,814.4976,S5,Galvantown,SP20,Dawn Smith,48,Female,East,Cash
54170a17-caaa-4bbe-a4bb-f962606e0e1c,664101fa-5d06-47cc-8a37-4f43c4cd8e19,24-08-2024,2021,Furniture,P8821,different,245.7,9,2211.2999999999997,0.37,1393.119,S56,West Scotthaven,SP15,Carmen Bartlett,44,Other,East,Credit Card
b3ecb951-ab8c-4f97-a0b7-1785d02ce0c1,a117b864-82f5-4390-ad69-6cb3b774b61d,18-04-2024,2020,Toys,P6131,do,52.36,5,261.8,0.12,230.38400000000001,S1,Marshallport,SP44,Ashley Kelly,55,Male,North,Online Payment
ff4625af-bd20-463b-b275-b5f3d436a7a8,c99496ab-6db7-4a7e-b0a6-d78ba64e2384,10-09-2023,2022,Toys,P7637,realize,423.46,2,846.92,0.29,601.3131999999999,S47,Hamptonshire,SP12,Tina Castro,22,Male,East,Online Payment
17ec889c-86c1-46cb-a996-30f7af77520e,d8d99ad8-255f-40b9-9a87-09bd1fc23099,13-09-2024,2023,Electronics,P7233,charge,114.38,1,114.38,0.21,90.3602,S47,Williamhaven,SP4,Spencer Peterson,69,Male,South,Online Payment
822c4d32-6c64-4c15-aba3-01cba561e1e9,946e8ec2-d342-4e50-8208-62274333240a,03-05-2022,2020,Electronics,P3700,pressure,232.46,2,464.92,0.05,441.674,S72,South Alexanderbury,SP24,Alexander Johnson,26,Other,East,Online Payment
4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,b8d49cf2-1c9d-4bd3-8aa7-8357c0ea7a67,12-02-2024,2020,Toys,P1895,study,86.99,4,347.96,0.37,219.2148,S83,Mortontown,SP33,Madison Gallagher,59,Other,North,Credit Card
577bc55a-36d5-4494-b37f-d50d2e25b5ee,a812cf1b-69b3-4bf2-9dd0-9e342b4088da,26-07-2022,2023,Home Decor,P7086,ground,90.9,3,272.70000000000005,0.07,253.61100000000002,S13,South Laurentown,SP25,Cody Dean,68,Other,West,Debit Card
31274148-7c7c-404e-8422-d03ef29a6339,3e39bf9b-e9b8-43ea-a456-d76756ff66fd,27-04-2021,2023,Clothing,P7950,Republican,114.07,9,1026.6299999999999,0.28,739.1735999999999,S62,South Tombury,SP37,Brenda English,31,Other,South,Debit Card
27aa7cbc-2337-4bbc-bffe-77c839feb99c,43b6c6ef-35c8-4133-bb8b-1581cba95e23,27-04-2024,2020,Furniture,P4190,plan,58.16,3,174.48,0.3,122.13599999999998,S30,Edwardsport,SP37,Patricia Richardson,49,Female,West,Debit Card
c9c23e69-d82c-4565-8bb9-07ec13c11754,b197603c-a45c-4178-947c-903018dd3aea,21-06-2023,2020,Toys,P5422,film,123.19,4,492.76,0.12,433.6288,S41,Port James,SP29,Timothy Haney,49,Female,South,Online Payment
8a2e6a93-c558-4bb2-81f7-f3fb19e45c6a,b58674b5-e631-49ee-b54f-595f12f638e6,24-08-2022,2021,Clothing,P2776,her,157.7,4,630.8,0.3,441.55999999999995,S60,South Allisonville,SP11,Stacy Turner,56,Other,East,Cash
86cac6f4-e238-4e93-bd17-c5e8d5ca69ab,c1c97ab6-3ea6-45f6-80a4-00887dd7fc59,12-09-2021,2021,Home Decor,P2710,course,291.92,10,2919.2000000000003,0.44,1634.7520000000004,S78,South Danielchester,SP18,Mr. Gregory Glass MD,68,Female,East,Cash
e05b46c5-5636-4094-a974-31db09a9d1c1,b06f0681-4b98-42c5-97aa-5681428f54aa,05-05-2023,2022,Books,P2274,word,301.86,3,905.58,0.27,661.0734,S17,North Joshuatown,SP24,William Perez,33,Female,West,Cash
98e52499-218c-4e1c-9e37-4f7ac42cbc39,734bda19-c991-46cc-94a6-368b71d60744,28-08-2021,2020,Electronics,P6942,doctor,196.42,2,392.84,0.33,263.20279999999997,S16,North Joseph,SP40,Kevin Roberts,58,Female,South,Credit Card
2e4bebc4-2989-4880-a77d-1be96070b6a1,4679fe6e-9177-4972-8207-291eb3167953,18-09-2021,2021,Books,P6496,thus,110.63,9,995.67,0.21,786.5793,S92,Christopherstad,SP31,Kenneth Bell,57,Female,South,Cash
9feefdff-c566-4a81-b15e-54f6d4d30795,23d86a4f-c2e6-4c05-8926-8f85982c7129,05-10-2021,2020,Toys,P1459,beautiful,54.68,9,492.12,0.18,403.5384,S16,Melindachester,SP7,Kathy Gomez,53,Female,West,Debit Card
b89f72f3-2a60-4652-a714-7668cf1d7d3a,06a4093b-49d6-43b1-8593-53fa25e4e633,04-09-2024,2023,Home Decor,P4924,fund,45.59,4,182.36,0.11,162.30040000000002,S50,Ramirezbury,SP43,Jeremiah Morse,69,Male,North,Online Payment
5d42b9e9-692e-47b6-8b2f-6d5c700b5d5f,90441ec6-5ef0-495e-a152-dc3a3894de06,21-06-2022,2021,Home Decor,P5623,push,357.65,6,2145.8999999999996,0.47,1137.3269999999998,S18,Lake Ebony,SP49,Kendra Wyatt,18,Other,West,Credit Card
f836f571-3cce-476c-b836-c448ad261ec5,4e8172da-4a8d-4853-b6bb-cd585cdb7eda,06-01-2021,2023,Home Decor,P3666,note,224.05,3,672.1500000000001,0.04,645.264,S44,Elizabethchester,SP42,Kylie Olson,23,Male,South,Cash
c09cb506-48f1-496d-9c4f-fb4671b701aa,9150d9b2-2886-425e-b741-12a5f1dde1f6,10-03-2024,2023,Home Decor,P9873,will,370.89,8,2967.12,0.2,2373.696,S4,Nathanielburgh,SP24,Sandra Allen,67,Female,East,Debit Card
3be79df4-72ec-416e-88a7-23e9bfa016c2,b68c55b2-79ac-446d-8e03-87ada246ea52,07-06-2021,2023,Toys,P2744,take,195.32,10,1953.1999999999998,0.39,1191.4519999999998,S51,New Valerie,SP24,Craig Fleming,61,Other,West,Cash
f7315749-4f39-49a8-bd3a-258288b4f474,278976c9-4b7d-4b08-ac5b-fe79709ad1ab,01-04-2023,2022,Electronics,P2070,chair,309.45,2,618.9,0.33,414.66299999999995,S90,Parsonstown,SP44,Lance Reynolds,28,Other,South,Debit Card
e76adca9-7811-4802-88cc-7cfecf01f944,20e8dae1-b1f0-4d9b-8e21-7fb3be654bf9,04-10-2021,2023,Books,P4471,network,193.18,9,1738.6200000000001,0.35,1130.103,S76,Lake Jim,SP29,Mason Vincent,28,Other,West,Cash
ada58417-5e2a-432d-b1ab-0b56d5c9fdc7,dbf11941-4ad6-43d0-9b81-ce242582bca6,24-06-2022,2022,Furniture,P1179,impact,272.93,8,2183.44,0.04,2096.1023999999998,S72,North Nancy,SP40,Ebony Campos,69,Female,North,Credit Card
70cafdd8-fc04-4f08-9207-0158f2771f63,3a58d606-a302-4b2f-81de-ca4c625cade5,30-01-2024,2020,Electronics,P6064,draw,139.5,6,837,0.12,736.5600000000001,S79,West Christinashire,SP13,Monique Wall,19,Female,North,Online Payment
c7332304-4822-4120-84f9-eccd7630a8a7,954e95fb-362f-4bc2-99d5-d66c072b50ed,13-05-2024,2020,Home Decor,P4075,any,441.49,1,441.49,0.25,331.1175,S25,South Courtney,SP11,Gloria Barnes,22,Male,East,Debit Card
